url_path,views_total,views_unique
/Fevol/obsidian-translate,132,93
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,27,22
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,13,8
/Fevol/obsidian-translate/blob/bde5d53be05a466aa939e5ffdfa042cca6ff0d12/src/util.ts,8,3
/Fevol/obsidian-translate/issues,7,4
/Fevol/obsidian-translate/blob/master/docs/API.md,6,4
/Fevol/obsidian-translate/blob/master/src/typings/obsidian-ex.d.ts,6,1
/Fevol/obsidian-translate/tree/master/src,6,1
/fevol/obsidian-translate,4,4
/Fevol/obsidian-translate/blob/master/src/util.ts,4,1
