url_path,views_total,views_unique
/Fevol/obsidian-translate,113,82
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,21,17
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,13,8
/Fevol/obsidian-translate/releases/tag/1.4.4,7,6
/Fevol/obsidian-translate/blob/master/docs/API.md,6,5
/Fevol/obsidian-translate/blob/master/docs/images/file-translate.gif,3,1
/Fevol/obsidian-translate/actions,2,2
/Fevol/obsidian-translate/issues/new,2,2
/Fevol/obsidian-translate/tree/master/docs,2,2
/fevol/obsidian-translate,1,1
