url_path,views_total,views_unique
/Fevol/obsidian-translate,184,110
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,39,15
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,23,20
/fevol/obsidian-translate,13,4
/Fevol/obsidian-translate/blob/master/docs/API.md,11,8
/Fevol/obsidian-translate/issues,11,5
/Fevol/obsidian-translate/commits/master,11,1
/Fevol/obsidian-translate/issues/41,6,2
/Fevol/obsidian-translate/graphs/traffic,6,1
/Fevol/obsidian-translate/commit/64ff1524760a3c02b963a0380b80ebf0dc4b5b10,4,1
