url_path,views_total,views_unique
/Fevol/obsidian-translate,176,102
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,37,12
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,24,20
/Fevol/obsidian-translate/issues,17,7
/Fevol/obsidian-translate/blob/master/docs/API.md,12,9
/fevol/obsidian-translate,12,3
/Fevol/obsidian-translate/commits/master,11,1
/Fevol/obsidian-translate/graphs/traffic,7,1
/Fevol/obsidian-translate/find/master,4,4
/Fevol/obsidian-translate/commit/64ff1524760a3c02b963a0380b80ebf0dc4b5b10,4,1
